Sector|Afganistán|Albania|Alemania|Andorra|Angola|Anguila|Antigua y Barbuda|Arabia Saudita|Argelia|Argentina|Armenia|Aruba|Australia|Austria|Azerbaiyán|Bahamas|Bahréin|Bangladesh|Barbados|Belice|Benín|Bermudas|Bielorrusia|Bolivia|Bosnia|Botsuana|Brasil|Brunéi|Bulgaria|Burkina Faso|Burundi|Bután|Bélgica|Cabo Verde|Camboya|Camerún|Canadá|Chad|Chile|China|Chipre|Comoras|Congo|Corea del Sur|Costa Rica|Costa de Marfil|Croacia|Cuba|Dinamarca|Dominica|Ecuador|Egipto|El Salvador|Emiratos Árabes Unidos|Eritrea|Eslovaquia|Eslovenia|España|Estados Unidos|Estonia|Etiopía|Filipinas|Finlandia|Fiyi|Francia|Gabón|Gambia|Georgia|Ghana|Gibraltar|Granada|Grecia|Groenlandia|Guam|Guatemala|Guinea|Guinea-Bisáu|Guyana|Haití|Honduras|Hungría|India|Indonesia|Iraq|Irlanda|Irán|Islandia|Islas Caimán|Islas Turcas y Caicos|Israel|Italia|Jamaica|Japón|Jordania|Kazajistán|Kenia|Kirguistán|Kuwait|Laos|Lesoto|Letonia|Liberia|Libia|Lituania|Luxemburgo|Líbano|Macao|Madagascar|Malasia|Maldivas|Malta|Malí|Marruecos|Mauricio|Mauritania|Micronesia|Moldavia|Mongolia|Montenegro|Montserrat|Mozambique|Myanmar|México|Nicaragua|Noruega|Nueva Zelanda|Níger|Omán|Pakistán|Palaos|Palestina|Paraguay|Países Bajos|Perú|Polonia|Portugal|Qatar|Reino Unido|República Centroafricana|República Checa|República Democratica del Congo|República Dominicana|Ruanda|Rumania|Rusia|San Cristóbal Y Nieves|San Marino|Senegal|Serbia|Seychelles|Sierra Leona|Singapur|Siria|Somalia|Sri Lanka|Sudáfrica|Sudán|Suecia|Suiza|Surinam|Tailandia|Taiwán|Tanzania|Tayikistán|Togo|Tokelau|Tonga|Trinidad y Tobago|Turkmenistán|Turquía|Tuvalu|Túnez|Ucrania|Uganda|Uruguay|Uzbekistán|Vanuatu|Venezuela|Vietnam|Yemen|Yibuti|Zambia|Zimbabue
Bebidas|0.37575346|0.65316772|0.59145999|0.72748756|0.43529543|0.82199275|0.90528524|0.17807543|0.13600272|0.23358425|0.33260763|0.83891129|0.5447619|0.45378488|0.40916449|0.65653944|0.48463738|0.070320651|0.65366572|0.67422199|0.67175972|0.98619449|0.54219222|0.43204272|0.73192811|0.80113304|0.36377674|0.70994115|0.78711337|0.65881348|0.59159553|0.51179504|0.40270483|0.82603788|0.62706029|0.50813007|0.69122481|0.48130292|0.46080744|0.52886194|0.88763672|0.68009424|0.50560415|0.41548774|0.53077757|0.53755748|0.0|0.091086939|0.76314598|0.67782074|0.48195761|0.20391765|0.50262654|0.39017057|0.44610244|0.49941266|0.48695105|0.30519265|0.62473047|0.71395832|0.40769997|0.51855421|0.71488118|0.37889868|0.37172484|0.63366967|0.59923542|0.25582206|0.47935116|0.60813475|0.70598471|0.49490219|0.76876932|0.74043429|0.51496023|0.3280032|1.0|0.61115366|0.60168362|0.75897288|0.37598893|0.46179277|0.32725298|0.21690896|0.70094359|0.18217939|0.68659949|0.93636096|1.0|0.50629735|0.32853192|0.54612964|0.48050636|0.34211949|0.59279931|0.50074995|0.64571083|0.13180912|0.93570685|0.83636338|0.59820282|0.49967575|0.0|0.78872144|0.84225363|0.35079768|0.74019909|0.44702229|0.31157041|0.77763361|0.73390228|0.61203957|0.35580999|0.41297498|0.42608505|0.79807603|0.48329169|0.67978621|0.756621|0.84454805|0.58194536|0.59110379|0.19150279|0.56090796|0.60971522|0.56163847|0.52142143|0.41337508|0.13030443|0.62917066|0.75400198|0.60999644|0.56921411|0.40906775|0.37216038|0.2101357|0.23111609|0.6576938|0.5128476|0.5634526|0.5838632|0.68350035|0.42264679|0.46956477|0.65348446|0.64154184|0.0|0.58161449|0.41996863|0.72408617|0.44274881|0.73366714|0.37379408|0.38544533|0.39669108|0.45611903|0.22995058|0.72905922|0.63995981|0.75182158|0.24072397|0.5945617|0.47582489|0.50918674|0.51412296|0.74241894|0.62760371|0.48682839|0.4400171|0.32941461|0.48135781|0.19352552|0.64320171|0.37881917|0.45789826|0.2990784|0.48749983|0.4165377|0.35357898|0.48835719|0.35302615|0.52922738|0.36568168
Bovino|0.30550653|0.20897903|0.2008343|0.41767043|0.38624966|0.68210495|0.52889776|0.42914045|0.37773857|0.067141667|0.18846729|0.61853611|0.020976804|0.141849|0.30576861|0.4620176|0.50047612|0.28365842|0.43078315|0.062498555|0.091850221|0.6516118|0.1051434|0.056598544|0.64266628|0.12531099|0.19672388|0.56011039|0.29293078|0.042935744|0.16364017|0.36409587|0.057438433|0.21719922|0.33126247|0.10562209|0.2134361|0.22397891|0.70351195|0.65318191|0.1965159|0.6260854|0.59903681|0.76958942|0.32407963|0.33647954|0.0|0.32752311|0.31387997|0.10268867|0.13739598|0.78729719|0.54572117|0.4720166|0.3276675|0.10761671|0.16853736|0.22021046|0.31339964|0.1460198|0.069085568|0.44577494|0.18368937|0.21831074|0.18407077|0.55551314|0.33719701|0.12871233|0.33523077|0.55670488|0.19948253|0.71667206|0.52903515|0.086887047|0.34263223|0.21202192|0.22975788|0.14182189|0.10263217|0.22217937|0.17030245|0.026527474|0.47153959|0.34068781|0.111259|0.38904396|0.15161994|0.541008|0.84515893|0.65535414|0.48371857|0.52820957|0.60620618|0.63038045|0.30210805|0.13596|0.27733541|0.55674326|1.0|0.31408098|0.10529554|0.30907148|0.0|0.12325497|0.29368812|0.87943745|0.43420786|0.10227706|0.43164897|0.59846699|0.43845278|0.1666629|0.15269747|0.49180806|0.21390596|0.49398249|0.08748287|0.017561525|0.72270042|0.29949713|0.32474533|0.06366577|0.30104783|0.023419321|0.11920479|0.0|0.093837336|0.42688486|0.18224347|0.64308053|1.0|0.044736043|0.35925749|0.25783479|0.16441172|0.58664107|0.59351999|0.12997229|0.47002429|0.13887472|0.2700347|0.21091849|0.027016368|0.14998195|0.36192393|0.22407322|0.0|0.28507984|0.075132385|0.43472555|0.33529022|0.17663339|0.047602467|0.16316108|0.06655176|0.28918141|0.14363262|0.28933337|0.16165456|0.20325646|0.15736052|0.54066354|0.14411283|0.1794875|0.098528333|0.63512206|0.50502652|0.41895762|0.32678953|0.38958585|0.19367489|0.13964531|0.096617937|0.023669893|0.44387847|0.63606954|0.043208148|0.091789134|0.4768745|0.15399405|0.099718064|0.15377618|0.22992632
Cacao y sus derivados|0.23172696|0.2551311|0.61318362|0.31580612|0.35381281|0.0|0.3544594|0.48283106|0.32446814|0.58492684|0.61586738|0.27929974|0.43264222|0.52723783|0.55647624|0.066871732|0.55600727|0.20861205|0.32324857|0.37026602|0.2301901|0.58753049|0.60420257|0.63259977|0.69026482|0.27277732|0.55789214|0.50311929|0.89510369|0.32469583|0.25337133|0.21481061|0.56698591|0.28570682|0.221147|0.091372408|0.47702783|0.3541677|0.41855705|0.37229374|0.47040731|0.42020184|0.25890911|0.25794926|0.46573195|0.14557673|0.0|0.25327864|0.48307455|0.12728398|0.38802925|0.50144327|0.30985999|0.53161973|0.2164322|0.51248747|0.551579|0.50329489|0.38706586|0.60055095|0.38787895|0.41238946|0.48802817|0.44387025|0.61619902|0.28240067|0.32109839|0.61102259|0.032809351|0.58432579|0.21734148|0.4019171|0.48537254|0.32276034|0.40672851|0.14415979|0.36336631|0.36854881|0.14933105|0.36460236|0.56776822|0.42843738|0.56233013|0.31944859|0.41168204|0.37178621|0.51751626|0.41961849|0.19826362|0.48352882|0.37051356|0.26406112|0.34472367|0.38178658|0.47557169|0.37048185|0.53344637|0.47617617|0.14659187|0.14035614|0.47463217|0.13771547|0.0|0.36927819|0.47915792|0.5488596|0.37281755|0.3631224|0.75467527|0.52453655|0.48785055|0.25665805|0.4451499|0.47872198|0.33407193|0.15822712|0.52487659|0.66673923|0.59544778|0.25803554|0.27604705|0.42756039|0.28625914|0.3751722|0.45539531|0.51856482|0.39583951|0.57902008|0.50830376|0.3179121|0.8802256|0.41225469|0.54359204|0.30290794|0.50443637|0.38392198|0.45558348|0.57926512|0.26376396|0.55117762|0.25782371|0.26172808|0.28167287|0.49461859|0.57490158|0.049114503|0.0|0.29962885|0.64308059|0.21633855|0.21014184|0.52514231|0.28333521|0.21661197|0.45300096|0.47463542|0.28466457|0.43921721|0.43114096|0.36338693|0.41116238|0.3324008|0.27154437|0.54044819|0.24231651|0.35268286|0.2445491|0.43277043|0.4092851|0.60116029|0.17879394|0.42164871|0.65752435|0.29386809|0.56713253|0.51354635|0.1669125|0.23049752|0.29799268|0.35769486|0.20742318|0.36380038|0.29221958
Café|0.037526362|0.19094729|0.71758103|0.014389518|0.28679574|0.013944673|0.25559959|0.33014417|0.44834423|0.33387315|0.54580909|0.25245363|0.48621023|0.22119594|0.24440697|0.0|0.23886138|0.095605336|0.23428074|0.24953431|0.025998207|0.27683243|0.3284204|0.09222205|0.53111571|0.015914263|0.0|0.25186786|0.80160213|0.42684391|0.0|0.016428333|0.38864118|0.4882066|0.27383953|0.037353836|0.50404882|0.0|0.14098102|0.28354672|0.23429191|0.3007372|0.29926372|0.56939697|0.39371502|0.037363518|0.0|0.55213857|0.2907443|0.14146642|0.056757703|0.65472615|0.18456611|0.28691536|0.11632009|0.241781|0.38221931|0.53823841|0.50224471|0.22506323|0.0|0.19985603|0.62840116|0.23192334|0.28110832|0.030638341|0.2357029|0.33659744|0.04862462|0.1176908|0.23673534|0.46773124|0.022785719|0.029462513|0.033367585|0.029650208|0.12374236|0.048743606|0.032666087|0.0|0.24430829|0.4419879|0.24323601|0.06290108|0.25024295|0.54688525|0.29438591|0.50255311|0.022393886|0.31013241|0.5443269|0.039709084|0.54402792|0.49514055|0.16065522|0.42134619|0.096703351|0.22946358|0.0|0.036183879|0.21001267|0.017648149|0.0|0.27547002|0.2074081|0.56368494|0.21793222|0.30803925|0.57559693|0.37103838|0.18046175|0.10414612|0.51261711|0.16275495|0.38323313|0.030767933|0.22178021|0.2667571|0.17278244|0.13039012|0.037684917|0.13361499|0.11992233|0.0|0.41778165|0.39343813|0.27154642|0.30954164|0.37791461|0.028553981|0.71758771|0.079196259|0.30321911|0.044441357|0.39984757|0.37027752|0.2997044|0.33027118|0.022873089|0.15971121|0.28225961|0.39752442|0.11657073|0.22477168|0.47294635|0.0|0.0|0.33760941|0.55324632|0.12734333|0.066488005|0.2181752|0.49930894|0.07115449|0.2800616|0.38324672|0.46040362|0.51723641|0.74776673|0.01856206|0.2993719|0.42326111|0.33997977|0.24395184|0.0|0.48068357|0.019213753|0.28443593|0.046903655|0.36857513|0.076595679|0.64587486|0.43447918|0.05078838|0.33167264|0.23627859|0.08359313|0.051090397|0.22015512|0.13342386|0.037098251|0.34265351|0.0
Calzado|0.34610575|0.45599186|0.74986017|0.43510947|0.40513945|0.15649931|0.21695045|0.39912459|0.46466216|0.51963717|0.53241253|0.40359318|0.53198051|0.76165164|0.48324972|0.20885617|0.33336449|0.40045714|0.2191903|0.79532647|0.48373261|0.48573917|0.57141054|0.51509821|0.50249267|0.51727426|0.28267217|0.44577807|0.58614957|0.41425049|0.50597173|0.33214092|0.32039449|0.23057155|0.51749039|0.6219787|0.41144705|0.69608796|0.5454998|0.35952672|0.61682808|0.51975054|0.33316106|0.64662403|0.51578045|0.36004895|0.0|0.41200486|0.55976343|0.33037508|0.56291729|0.28241327|0.46483982|0.61929315|0.23162751|0.46776903|0.59365028|0.63494158|0.58100361|0.47454727|0.43047881|0.30205137|0.39051646|0.41075325|0.66236919|0.43367505|0.44575411|0.51743817|0.56308025|0.21287677|0.38651878|0.62993312|0.45655763|0.50526416|0.49915594|0.60953933|0.44091669|0.38181788|0.55837905|0.44078451|0.61840069|0.3868258|0.40544254|0.40834987|0.52687979|0.11515012|0.47537372|0.40707418|0.062946796|0.52603352|0.69814646|0.40854001|0.41620505|0.40901729|0.66373849|0.45416057|0.72420138|0.65737545|0.35813409|0.53307736|0.5379945|0.54057705|0.0|0.46548653|0.55604911|0.40788126|0.68825775|0.28619888|0.25665861|0.30562109|0.38348418|0.46313173|0.4093143|0.44029403|0.50478655|0.3751584|0.46933007|0.42448401|0.50940788|0.37519878|0.45516548|0.39076871|0.45119804|0.47458422|0.53942513|0.4985292|0.41975647|0.35635751|0.25339961|0.11084491|0.11124641|0.48011631|0.60206676|0.52670944|0.71152687|0.30815232|0.61105597|0.49580014|0.19862109|0.61877948|0.43538797|0.30900133|0.54527342|0.52342772|0.61959589|0.20816341|0.0|0.36320317|0.3304446|0.27238187|0.61490458|0.37177536|0.15304378|0.43304294|0.2606377|0.62727678|0.5875302|0.54938835|0.68859261|0.31717885|0.38095951|0.30649561|0.46039334|0.33114409|0.47435623|0.38881093|0.303431|0.25669166|0.42245197|0.26389071|0.40777701|0.493155|0.51668531|0.44224817|0.47045839|0.16956535|0.53273553|0.67121691|0.27769074|0.55747211|0.59242439|0.48173112|0.46914244
Comunicación gráfica y editorial|0.26642275|0.10044402|0.57770234|0.2523593|0.48687953|0.36103714|0.55099922|0.2944482|0.15131098|0.4877497|0.23789781|0.31650701|0.51982802|0.5950495|0.21812072|0.22127616|0.39423132|0.30568179|0.54918551|0.57136214|0.47101158|0.74465454|0.19350711|0.60220718|0.21463367|0.42017543|0.48526412|0.4855938|0.37380338|0.53942609|0.56489879|0.26208013|0.27978152|0.36072505|0.43849957|0.33482173|0.58046722|0.339771|0.39724159|0.22985297|0.55251014|0.3500936|0.51880699|0.2326192|0.50263584|0.2849856|0.0|0.44123417|0.38895047|0.34419334|0.53761208|0.37719399|0.39508927|0.30195904|0.2957986|0.34054488|0.36930376|0.38700628|0.28674573|0.17838623|0.59964836|0.3335965|0.34523723|0.47969019|0.42540717|0.49054205|0.61680269|0.27709305|0.31379342|0.26670784|0.49710411|0.24690062|0.24229866|0.61106116|0.43356189|0.1988811|0.18558164|0.45575237|0.24021563|0.51390404|0.2315653|0.36238015|0.29627466|0.1177237|0.44277447|0.23326939|0.46340996|0.69893551|0.23525372|0.24579763|0.23360705|0.34757757|0.2147752|0.14472906|0.33926487|0.44194666|0.35642016|0.34964538|0.25742823|0.3327058|0.23134142|0.156599|0.0|0.15682831|0.49457943|0.42726922|0.32536307|0.49490047|0.38770846|0.44946069|0.33029732|0.18482912|0.39496976|0.39530447|0.40043813|0.36103973|0.37593892|0.31257355|0.31210995|0.75762796|0.56679446|0.45833158|0.46669292|0.49724227|0.47155839|0.53436017|0.46618298|0.3223654|0.4266696|0.28989914|0.35709217|0.44587964|0.32237625|0.45865709|0.48159361|0.17944737|0.34866443|0.4201417|0.61369789|0.48667955|0.74554777|0.44151452|0.45891115|0.25417459|0.31665739|0.26789474|0.0|0.42118725|0.29881486|0.10876116|0.31735241|0.41858268|0.18876761|0.19735321|0.47880703|0.52203655|0.21237019|0.3949433|0.57822829|0.43326136|0.3580308|0.24486366|0.59434408|0.3451702|0.52921236|0.40134358|0.23180453|0.50728065|0.24470189|0.34327507|0.25527829|0.38838431|0.21277031|0.57259488|0.48275957|0.28398457|0.40857857|0.13656461|0.38133144|0.11615743|0.25644386|0.60765254|0.53515375
Cosméticos y productos de aseo|0.52502286|0.70251858|0.50237328|0.77799022|0.69870126|0.51231945|0.77627146|0.71772766|0.36036116|0.68336636|0.80643845|0.67677319|0.66515511|0.65593833|0.76361501|0.44759917|0.79847842|0.47706336|0.67110193|0.71415621|0.57243848|0.8214221|0.73692614|0.72433132|0.78138459|0.65316367|0.52828133|0.81201625|0.83116508|0.58359694|0.70094794|0.52670097|0.43778443|0.5664053|0.64063638|0.3185111|0.54831111|0.53706956|0.74938995|0.84329182|0.87494123|0.60822278|0.88425332|0.38978836|0.80648899|0.37375343|0.0|0.76602054|0.58566558|0.57976353|0.7537837|0.43013728|0.83159697|0.71360272|0.47489899|0.62286079|0.66058588|0.55518788|0.4306879|0.74009365|0.67841125|0.68469453|0.59644067|0.7605716|0.40460902|0.51133865|0.55141771|0.89151692|0.45938617|0.5412935|0.79527032|0.65347803|0.57469279|0.4553622|0.66078103|0.42274439|0.61376905|0.65579772|0.63309205|0.66379464|0.70606828|0.56752175|0.5178259|0.56694317|0.64318001|0.33293808|0.63343298|0.62739104|0.66901422|0.64200228|0.42183101|0.51588571|0.45949575|0.53502142|0.71563482|0.51496708|0.68671602|0.96688426|0.46338403|0.74452859|0.64737868|0.41596514|0.0|0.77104354|0.57540375|0.73882592|1.0|0.73367059|0.62796915|0.81073058|0.72126305|0.56431341|0.59965599|0.74485636|0.58877879|0.34905851|0.7342695|0.74815124|0.81297296|0.62467808|0.66037256|0.70418978|0.58837962|0.80081308|0.65122521|0.73910564|0.65517896|0.7388289|0.56138861|0.18344067|0.68582547|0.64920777|0.52980471|0.68647188|0.60620165|0.65104139|0.7484743|0.55051506|0.3203263|0.81037188|0.65403533|0.55607402|0.6554774|0.68050104|0.67708778|0.57296038|0.0|0.40862095|0.74130917|0.55795056|0.51060373|0.80041587|0.29603195|0.53372604|0.53949761|0.59675187|0.4732793|0.58688313|0.55443573|0.59146357|0.46369499|0.76226926|0.61179924|0.65715945|0.39305317|0.34021923|0.54590344|0.76226729|0.5648905|0.54755986|0.50336564|0.58848792|0.78240252|0.60587406|0.65609205|0.55452228|0.46107066|0.63617253|0.58574206|0.41987237|0.51305836|0.51025295|0.50930226
Couriers|0.0|0.0|0.0|0.0|0.0|0.026047764|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.013337489|0.0|0.011947592|0.0|0.029420502|0.0|0.0|0.0|0.02229806|0.0|0.0|0.033771347|0.0|0.0|0.0|0.031571094|0.0|0.013816837|0.0|0.018670253|0.019198133|0.0|0.026681051|0.0|0.0|0.0|0.0|0.0|0.0|0.016499875|0.0|0.0|0.15050837|0.0|0.023374755|0.039689925|0.0|0.0|0.0|0.02611375|0.0|0.0|0.0|0.0|0.0|0.044081848|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.015723852|0.018769683|0.0|0.0|0.0|0.086887047|0.018715432|0.0|0.0|0.011919164|0.0|0.049403802|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.014070253|0.0|0.0|0.0|0.0|0.0|0.0|0.023930615|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.01333913|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.030767933|0.0|0.0|0.0|0.1023221|0.012172517|0.0|0.017453203|0.059533983|0.0|0.012520703|0.012754584|0.0|0.026793852|0.0|0.20463178|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.020336166|0.012266957|0.0|0.0|0.021156784|0.0|0.0|0.0|0.012150406|0.013074662|0.0|0.0|0.0|0.018338654|0.0|0.025432654|0.0|0.0|0.0|0.0|0.0|0.016935019|0.0|0.014344044|0.48068357|0.032783188|0.0|0.0|0.0|0.024285778|0.0|0.0|0.0|0.0|0.0|0.01371907|0.013812175|0.0|0.0|0.0|0.0|0.026324457
Cuero y manufacturas de cuero|0.16226682|0.71623749|0.23070422|0.21616656|0.11833674|0.49998066|0.11546142|0.12114647|0.24445437|0.17369923|0.21525669|0.23501191|0.39870718|0.29887545|0.12131059|0.1296851|0.17421576|0.38226622|0.10514367|0.4443197|0.24655387|0.23297554|0.23722365|0.21132752|0.48927212|0.32941303|0.22168706|0.23832574|0.16659096|0.3095659|0.24050078|0.16804679|0.13159294|0.12117624|0.69806862|0.41941571|0.28498137|0.4945901|0.2052284|0.4530431|0.1424344|0.23237726|0.20445922|0.74744141|0.17645666|0.24030195|0.0|0.1091651|0.2205365|0.22468618|0.25534144|0.084828392|0.16836591|0.37523919|0.18852019|0.17129526|0.26074612|0.28542155|0.40507084|0.19498363|0.27615985|0.18393594|0.29808113|0.14652675|0.29465497|0.1429213|0.1819153|0.083376527|0.4041304|0.19301313|0.27853355|0.19588724|0.34291387|0.8831017|0.17685339|0.45181656|0.17202932|0.19344589|0.29231554|0.2044342|0.27767408|0.34843829|0.36606199|0.23652928|0.17239335|0.078641236|0.23107028|0.19831055|0.32294652|0.1898203|0.45277515|0.2285127|0.49983954|0.16505405|0.12850483|0.17849337|0.25274673|0.41591695|0.42966363|0.46396369|0.13880391|0.23876816|0.0|0.17408431|0.11635444|0.14585546|0.76973295|0.22888011|0.21759968|0.11586377|0.15909576|0.088721462|0.2677941|0.17827371|0.31262702|0.25549042|0.39873409|0.11239684|0.13170981|0.27598578|0.22810531|0.31077299|0.35936195|0.29427224|0.33671492|0.23073676|0.14644627|0.10522321|0.23619023|0.39289433|0.2923305|0.33884296|0.17987809|0.23233466|0.25207561|0.43035525|0.33111286|0.24313378|0.15452608|0.23403153|0.20202109|0.24360129|0.34389776|0.37160552|0.29884931|0.12794831|0.0|0.16312462|0.5205425|0.25526378|0.30500019|0.47269374|0.10442662|0.28173977|0.21150413|0.17823958|0.34123087|0.22079799|0.45913991|0.18887144|0.54834044|0.43703347|0.30139464|0.10636034|0.30689031|0.71058941|0.1959269|0.087252349|0.11349584|0.28843951|0.23891628|0.51012635|0.29681149|0.18479908|0.20799054|0.082468741|0.37430888|0.15304433|0.42578498|0.26762027|0.28519702|0.19573125|0.11593495
Cárnico|0.18282999|0.16305336|0.39560622|0.53866029|0.46573374|0.56967461|0.70963883|0.21999374|0.049641524|0.0480185|0.17238042|0.75760484|0.1298027|0.35225129|0.33278871|0.56450689|0.45609456|0.13718843|0.48654896|0.54198909|0.41789481|1.0|0.13488185|0.15741903|0.37382498|0.25337911|0.12010358|0.35840231|0.499942|0.15240438|0.43631443|0.14139698|0.36991423|0.7157318|0.30261022|0.22552663|0.33057827|0.21148515|0.15461704|0.037004776|0.60482049|0.19056484|0.48298264|0.12038058|0.4116717|0.123403|0.0|0.70241064|0.54241848|0.62692648|0.19710779|0.057604253|0.48148066|0.15908051|0.1303995|0.48213112|0.44188267|0.24900377|0.090750962|0.45779151|0.24303682|0.25806871|0.46221107|0.069667377|0.51090813|0.53998649|0.35050631|0.4140026|0.22711977|0.90334636|0.67435539|0.28823885|0.90124732|0.72160888|0.3047224|0.23464826|0.30286628|0.48533905|0.32751971|0.48480624|0.52743524|0.093093157|0.086376093|0.18023154|0.56392479|0.03282759|0.31160149|0.7566185|0.41244465|0.035402935|0.17344034|0.55902231|0.66508794|0.12830794|0.37286639|0.069405973|0.17948171|0.37677115|0.20469579|0.69679117|0.49287212|0.37709689|0.0|0.3973586|0.59117699|0.32655114|0.38973105|0.33758622|0.04641065|0.39151365|0.66796982|0.23593314|0.10706195|0.52728677|0.10276973|0.91592693|0.25145334|0.23381482|0.57399797|0.77721614|0.35106814|0.24446169|0.22718769|0.42079765|0.15943076|0.15267523|0.20714366|0.23677215|0.064124629|0.54984772|0.38350564|0.28297254|0.33838561|0.14294249|0.13608906|0.44790462|0.19186094|0.64163935|0.2795023|0.4042204|0.31844085|0.28803837|0.19141515|0.41998082|0.11483136|0.48822892|0.0|0.20976098|0.50649077|0.42063037|0.47020376|0.30075073|0.35492691|0.10471502|0.048721861|0.02881426|0.10625538|0.41152883|0.22916299|0.47307098|0.078614399|0.084870622|0.12858245|0.2797575|0.27355352|0.83021909|0.66304111|0.45397031|0.19414303|0.035443608|0.64495564|0.098853186|0.23082516|0.25670004|0.25328898|0.13146119|0.77426672|0.53523648|0.16884618|0.17296322|0.14180964|0.073612466|0.055048645
Derivados del café|0.12048586|0.36096019|0.17591943|0.33895129|0.23431841|0.058267646|0.29576355|0.4118537|0.16562226|0.34850377|0.36555326|0.39158109|0.38126013|0.51432276|0.2313727|0.11348756|0.38098454|0.22453617|0.26891783|0.46756271|0.43811664|0.50211245|0.47266364|0.56119573|0.33840552|0.23821771|0.29957575|0.38699871|0.52862334|0.59978342|0.06474252|0.2340025|0.19075383|0.2696346|0.4111824|0.17987719|0.426204|0.16699243|0.30065721|0.16407903|0.71652734|0.26725984|0.36037001|0.30080885|0.16341327|0.16274953|0.0|0.22725236|0.33305436|0.16403332|0.36420864|0.4008376|0.34048611|0.40775263|0.10133624|0.40150642|0.24814621|0.35965121|0.25557095|0.49266604|0.29208118|0.61028636|0.32727641|0.39853764|0.48926362|0.34466565|0.29260784|0.5322355|0.11835847|0.43487728|0.31102955|0.48096493|0.56245589|0.33775333|0.26664868|0.1787955|0.28728062|0.30332491|0.049808852|0.24189642|0.39858022|0.14645541|0.20854229|0.20004079|0.27887121|0.26833841|0.50102508|0.058580115|0.094340056|0.41675889|0.12742144|0.061062351|0.17923242|0.2638987|0.24378592|0.25285691|0.19705175|0.39240128|0.094104305|0.18167232|0.44330612|0.12519839|0.0|0.59867007|0.67407417|0.60862327|0.35408768|0.2584236|0.28976706|0.50521702|0.40491533|0.31514275|0.25442505|0.33699656|0.19077352|0.31821281|0.43023229|0.46687347|0.33518901|0.39009413|0.21599299|0.48801219|0.13688533|0.20913175|0.26610953|0.34385014|0.37807882|0.37200975|0.31392333|0.33633623|0.65966177|0.35503417|0.26917502|0.32880524|0.35995018|0.4621188|0.4097183|0.18853267|0.1817396|0.44595391|0.24218673|0.17977917|0.25249034|0.45705658|0.45426378|0.063389175|0.0|0.56898087|0.40254414|0.15987349|0.10941243|0.20496209|0.31244639|0.14471978|0.30695945|0.48769337|0.18122172|0.24633405|0.24690253|0.39445871|0.32087559|0.27207166|0.22260141|0.23055629|0.40502495|0.66810226|0.14644459|0.37568215|0.46180129|0.49211836|0.16390288|0.36805522|0.53590328|0.34395573|0.24077325|0.32976919|0.25362566|0.21706527|0.091350913|0.087833554|0.11235833|0.32508239|0.089706033
Dotación hospitalaria|0.27932757|0.34210175|0.76858175|0.2839615|0.61922824|0.42948738|0.50703567|0.61001748|0.43589348|0.66687357|0.69139934|0.56001246|0.79473341|0.6277163|0.52532792|0.33125538|0.5815286|0.43426991|0.49856788|0.33984441|0.55045962|0.45261586|0.61690193|0.78571749|0.51564544|0.55752289|0.73033851|0.58682203|0.47793826|0.68266624|0.71885699|0.45848715|0.67870235|0.62427419|0.57065392|0.3502965|0.67896861|0.32582366|0.59308004|0.71188235|0.73263907|0.38504684|0.55528498|0.81134194|0.69478679|0.26644272|0.0|0.28559881|0.62747753|0.31708297|0.58744973|0.63091689|0.44072387|0.55108786|0.56004101|0.54525268|0.64797711|0.71570623|0.747244|0.51033825|0.70527387|0.49719915|0.64790666|0.82670116|0.73739481|0.5243358|0.39341897|0.63832498|0.24274328|0.72944474|0.51618427|0.66865033|0.19734451|0.37492445|0.48616767|0.31024873|0.34988779|0.53818834|0.20204365|0.54516208|0.50650334|0.70075053|0.54952252|0.37709177|0.86648595|0.66518629|0.59763241|0.68120092|0.25595951|0.69455224|0.67772007|0.1937042|0.85233659|0.44235688|0.72929722|0.5792613|0.5183233|0.59214354|0.56278765|0.37980735|0.50523305|0.171332|0.0|0.48207039|0.53737223|0.59473377|0.49229866|0.57184601|0.54055971|0.66376984|0.42261931|0.44700855|0.54676098|0.60119444|0.36340702|0.64406389|0.60884625|0.62222648|0.52342057|0.0|0.5104962|0.72015727|0.67173076|0.63532114|0.71215498|0.72493887|0.6215983|0.59864873|0.61771345|0.43075013|0.58682561|0.59555697|0.84421074|0.58001268|0.46633404|0.63675427|0.65641916|0.68954623|0.52757871|0.52663505|0.62836325|0.36983693|0.62402362|0.51047122|0.71079683|0.36866075|0.0|0.55334675|0.59514606|0.19797425|0.27025315|0.71768856|0.32653075|0.35308117|0.71196276|0.73773491|0.29678413|0.6077072|0.73529279|0.57832426|0.59326106|0.79580462|0.49854976|0.63119757|0.50156683|0.55148292|0.71612746|0.59590811|0.51828986|0.62914717|0.46509409|0.60334873|0.70127964|0.66955018|0.55374229|0.58143008|0.28610969|0.39044785|0.51603347|0.3439213|0.24385643|0.77377307|0.63098752
